"autoservicio","comuna","direccion","empresa","precio","region","tipoGasolina","ultimaModificacion"
"false","","Avenida Tobalaba 11835,Peñalolén","SHELL","663.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:01:41 PET 2021"
"false","","Los Leones 2347,Providencia","COPEC","663.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:33:00 PET 2021"
"false","","Consejo de Indias 1449,Providencia","SHELL","663.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:20:44 PET 2021"
"false","","Holanda 2808,Providencia","SHELL","663.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:03:09 PET 2021"
"false","","Camino Lonquen 8805,Buin","Sin Bandera","663.0","Metropolitana","Petroleo Diesel","Thu Jun 24 17:03:53 PET 2021"
"false","","Camino Aculeo 7391,Paine","Sin Bandera","663.0","Metropolitana","Petroleo Diesel","Thu Jun 24 17:08:48 PET 2021"
"false","","Escuela Agrícola 2589,Macul","COPEC","664.0","Metropolitana","Petroleo Diesel","Wed Jun 23 23:30:22 PET 2021"
"false","","Avenida Andrï¿½s Bello 1051,Providencia","COPEC","664.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:31:24 PET 2021"
"false","","AVENIDA LA MONTAÑA N° 2550,Lampa","COPEC","664.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:03:01 PET 2021"
"false","","José Pedro Alessandri 4003,Macul","COPEC","665.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:58:12 PET 2021"
"false","","José Pedro Alessandri 2526,Macul","COPEC","665.0","Metropolitana","Petroleo Diesel","Thu Jun 24 11:59:49 PET 2021"
"false","","Avenida Macul 2675,Macul","SHELL","665.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:15:23 PET 2021"
"true","","Pedro de Valdivia 4298,Ñuñoa","COPEC","665.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:45:48 PET 2021"
"false","","Avenida Grecia 4811,Ñuñoa","SHELL","665.0","Metropolitana","Petroleo Diesel","Fri Jun 25 18:49:27 PET 2021"
"false","","Avenida José Pedro Alessandri 1135,Ñuñoa","SHELL","665.0","Metropolitana","Petroleo Diesel","Fri Jun 25 18:32:23 PET 2021"
"true","","Pedro de Valdivia 2142,Providencia","COPEC","665.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:37:33 PET 2021"
"false","","Ecuador 4603,Estación Central","COPEC","666.0","Metropolitana","Petroleo Diesel","Thu Jun 24 16:20:33 PET 2021"
"false","","LIBERTADOR BERNARDO OHIGGINS 4502,Estación Central","SHELL","666.0","Metropolitana","Petroleo Diesel","Thu Jun 24 17:33:11 PET 2021"
"false","","Ecuador 4768,Estación Central","SHELL","666.0","Metropolitana","Petroleo Diesel","Thu Jun 24 17:24:55 PET 2021"
"false","","Ruta G-16 , Sitio 122 / Arcoiris 0,Lampa","COPEC","666.0","Metropolitana","Petroleo Diesel","Thu Jun 24 14:35:28 PET 2021"
"false","","Pedro Aguirre Cerda 1370,Lampa","COPEC","666.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:07:33 PET 2021"
"false","","AVENIDA ESPAÑA 2469,Lampa","COPEC","666.0","Metropolitana","Petroleo Diesel","Thu Jun 24 14:18:00 PET 2021"
"false","","avda. Los Halcones 2250,Lampa","SHELL","666.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:02:46 PET 2021"
"true","","Avenida Bernardo OHiggins 5027,Estación Central","PETROBRAS","667.0","Metropolitana","Petroleo Diesel","Thu Jun 24 14:25:02 PET 2021"
"false","","Avenida Pedro de Valdivia 5517,Macul","SHELL","667.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:05:52 PET 2021"
"false","","Los Alerces 2741,Ñuñoa","SESA","667.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:07:10 PET 2021"
"false","","Avenida Central 5998,Pedro Aguirre Cerda","TERPEL","667.0","Metropolitana","Petroleo Diesel","Fri Jun 25 09:06:16 PET 2021"
"false","","Vitacura 8841,Vitacura","PETROBRAS","668.0","Metropolitana","Petroleo Diesel","Thu Jun 17 08:26:54 PET 2021"
"true","","Los Pozos 7180,Las Condes","SHELL","669.0","Metropolitana","Petroleo Diesel","Fri Jun 25 16:55:22 PET 2021"
"false","","Avenida Pedro de Valdivia 3014,Ñuñoa","SHELL","669.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:00:31 PET 2021"
"false","","LOS BAQUEANOS 9460,Peñalolén","Sin Bandera","669.0","Metropolitana","Petroleo Diesel","Thu Jun 24 13:44:06 PET 2021"
"false","","Panamericana Norte Km. 41,Tiltil","COMBUSTIBLES JCD","669.0","Metropolitana","Petroleo Diesel","Sat Jun 26 22:33:16 PET 2021"
"false","","Anselmo Alarcon 721,Melipilla","Combustibles Josefita Spa","669.0","Metropolitana","Petroleo Diesel","Fri Jun 25 14:13:28 PET 2021"
"true","","Avenida La Dehesa 1310,Lo Barnechea","COPEC","670.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:57:12 PET 2021"
"false","","Avda. Comercio 20173,San José de Maipo","COPEC","670.0","Metropolitana","Petroleo Diesel","Thu Jun 24 11:20:32 PET 2021"
"false","","Caletera oriente ruta Los Libertadores 22909,Colina","PETROBRAS","670.0","Metropolitana","Petroleo Diesel","Thu Jun 17 10:12:07 PET 2021"
"false","","Clemente Diaz, Maipo 512,Buin","Sin Bandera","670.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:36:51 PET 2021"
"false","","Vitacura 4207,Vitacura","COPEC","671.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:11:49 PET 2021"
"true","","PRESIDENTE JORGE ALESSANDRI RODRIGUEZ 20011,San Bernardo","COPEC","671.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:31:56 PET 2021"
"false","","Ruta 5 sur km 16,4 0,San Bernardo","SHELL","671.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:03:34 PET 2021"
"false","","Ruta 5 Norte Km 28,Colina","PETROBRAS","672.0","Metropolitana","Petroleo Diesel","Fri Jun 18 18:57:07 PET 2021"
"false","","Avenida Colón 7400,Las Condes","COPEC","673.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:03:16 PET 2021"
"false","","Cristobal Colon 7550,Las Condes","PETROBRAS","673.0","Metropolitana","Petroleo Diesel","Thu Jun 24 19:55:16 PET 2021"
"false","","Avenida Cristobal Colón 7026,Las Condes","SHELL","673.0","Metropolitana","Petroleo Diesel","Fri Jun 25 16:56:09 PET 2021"
"false","","Avenida Ricardo Lyon 2633,Ñuñoa","PETROBRAS","673.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:58:16 PET 2021"
"false","","Camino Padre Hurtado 861,Paine","SHELL","673.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:21:05 PET 2021"
"false","","Bernardino Bravo 076,Buin","SHELL","674.0","Metropolitana","Petroleo Diesel","Thu Jun 24 13:05:38 PET 2021"
"false","","LOTE A ï¿½ 1, RESTO DEL LOTE A 0,Alhué","Combustible Alhue","674.0","Metropolitana","Petroleo Diesel","Wed Jun 23 11:29:35 PET 2021"
"false","","Camino El Alba 9610,Las Condes","COPEC","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 14:53:06 PET 2021"
"false","","José Pedro Alessandri 475,Ñuñoa","PETROBRAS","675.0","Metropolitana","Petroleo Diesel","Fri Jun 25 23:59:36 PET 2021"
"false","","Avenida Grecia 1060,Ñuñoa","PETROBRAS","675.0","Metropolitana","Petroleo Diesel","Sat Jun 26 08:15:01 PET 2021"
"false","","Av. Vitacura 6380,Vitacura","COPEC","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:14:01 PET 2021"
"true","","Avenida Santa María 5621,Vitacura","COPEC","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:20:58 PET 2021"
"false","","Luís Pasteur 6725,Vitacura","PETROBRAS","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:05:35 PET 2021"
"false","","Avenida Vitacura 7900,Vitacura","SHELL","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:02:53 PET 2021"
"false","","Avenida Santa María 6730,Vitacura","SHELL","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:03:18 PET 2021"
"false","","Avenida Vitacura 7721,Vitacura","SHELL","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:43:25 PET 2021"
"false","","Avenida Presidente Prieto 486,Paine","COPEC","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:55:08 PET 2021"
"false","","Av. 18 de Septiembre 785,Paine","COPEC","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:54:47 PET 2021"
"false","","PRESIDENTE PRIETO 486 A3 0,Paine","Sin Bandera","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:26:28 PET 2021"
"false","","Alcalde Gilda Díaz de Girón, Parcela N° 14,Paine","SHELL","675.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:54:52 PET 2021"
"false","","San Ramón 2701,Las Condes","COPEC","676.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:57:20 PET 2021"
"false","","Av. Apoquindo 7520,Las Condes","COPEC","676.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:08:08 PET 2021"
"false","","Avenida General Blanche 11860,Las Condes","SHELL","676.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:11:21 PET 2021"
"false","","Patagonia 75,Las Condes","SHELL","676.0","Metropolitana","Petroleo Diesel","Thu Jun 24 16:40:00 PET 2021"
"false","","Avenida Vitacura 3350,Vitacura","SHELL","676.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:55:41 PET 2021"
"true","","Carretera General San Martín 0950 950,Colina","SHELL","676.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:07:58 PET 2021"
"false","","Balmaceda 901,Buin","COPEC","676.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:39:25 PET 2021"
"false","","Manquehue Norte 674,Las Condes","COPEC","677.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:00:58 PET 2021"
"false",""," Avenida Manquehue 415,Las Condes","PETROBRAS","677.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:24:31 PET 2021"
"false","","Vitacura 5579,Vitacura","COPEC","677.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:13:59 PET 2021"
"false","","Amï¿½rico Vespucio 1665,Vitacura","PETROBRAS","677.0","Metropolitana","Petroleo Diesel","Thu Jun 24 12:08:36 PET 2021"
"false","","Manquehue 1280,Vitacura","SHELL","677.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:05:52 PET 2021"
"false","","Panamericana Sur 4251,Buin","SHELL","677.0","Metropolitana","Petroleo Diesel","Fri Jun 25 16:27:07 PET 2021"
"false","","Panamericana Sur Km 40,Paine","SHELL","677.0","Metropolitana","Petroleo Diesel","Fri Jun 25 16:27:47 PET 2021"
"false","","Avenida Las Condes 12145,Las Condes","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:08:56 PET 2021"
"false","","Andrés Bello 2722,Las Condes","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:23:39 PET 2021"
"false","","Avenida Las Condes 8170,Las Condes","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 06:48:43 PET 2021"
"false","","Avenida Las Condes 12373,Las Condes","PETROBRAS","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:59:53 PET 2021"
"false","","Avenida Las Condes 8321,Las Condes","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:02:59 PET 2021"
"false","","Las Condes 9595,Las Condes","PETROBRAS","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:42:39 PET 2021"
"false","","La Dehesa 2016,Lo Barnechea","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:38:02 PET 2021"
"false","","Camino de Los Cóndores 225,Lo Barnechea","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:59:30 PET 2021"
"false","","Avenida Los Trapenses 2250,Lo Barnechea","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:53:49 PET 2021"
"false","","José Alcalde Délano 10630,Lo Barnechea","PETROBRAS","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:32:43 PET 2021"
"false","","Los Trapenses 3515,Lo Barnechea","PETROBRAS","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:10:32 PET 2021"
"false","","Avenida La Dehesa 1445,Lo Barnechea","PETROBRAS","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:28:01 PET 2021"
"false","","Avenida La Dehesa 457,Lo Barnechea","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:06:32 PET 2021"
"false","","Avenida José Alcalde Delano 11355,Lo Barnechea","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:44:48 PET 2021"
"false","","AV COMANDANTE MALBEC 13500,Lo Barnechea","SHELL","678.0","Metropolitana","Petroleo Diesel","Fri Jun 25 20:18:25 PET 2021"
"false","","Avda. Los Trapenses 3353,Lo Barnechea","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 12:10:39 PET 2021"
"false","","Camino a Farellones 14380,Lo Barnechea","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:46:32 PET 2021"
"false","","Avenida Las Condes 10912,Vitacura","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:36:23 PET 2021"
"false","","Carretera General San Martï¿½n 401,Colina","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 06:57:03 PET 2021"
"false","","Avenida Chicureo/Avenida El Valle 14100,Colina","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 12:27:51 PET 2021"
"false","","Carretera General San Martín 6500,Colina","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:30:56 PET 2021"
"false","","Av. Chamisero 10410,Colina","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:00:22 PET 2021"
"false","","General San Martin 1324,Colina","COPEC","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 06:41:54 PET 2021"
"false","","Carretera general San MartÃ­n 13300,Colina","ONE","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 14:24:30 PET 2021"
"false","","Chicureo 2300,Colina","PETROBRAS","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:46:50 PET 2021"
"false","","Carretera General San Martï¿½n 3256,Colina","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:05:53 PET 2021"
"false","","PASEO COLINA SUR 14.600,Colina","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:09:20 PET 2021"
"false","","Carretera General San Mart?n km 10 0,Colina","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 14:47:07 PET 2021"
"false","","Avenida Del Valle 2666,Colina","SHELL","678.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:00:13 PET 2021"
"false","","Don Miguel Angel 9175,Lo Espejo","SHELL","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:03:15 PET 2021"
"false","","Avenida Santa María 5621,Vitacura","COPEC","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:22:44 PET 2021"
"false","","Avenida Santa María 5621,Vitacura","COPEC","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 07:21:44 PET 2021"
"false","","costanera norte KM 2,5 0,Vitacura","COPEC","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:15:29 PET 2021"
"false","","Panamericana Norte Km. 27 1/2 0,Colina","COPEC","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 16:23:14 PET 2021"
"false","","Panamericana Norte Km 20,9 0,Colina","SHELL","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:23:41 PET 2021"
"false","","CAMINO LONGITUDINAL SUR KM 27,San Bernardo","COPEC","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 09:30:14 PET 2021"
"true","","PRESIDENTE JORGE ALESSANDRI RODRIGUEZ 20011,San Bernardo","COPEC","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:31:14 PET 2021"
"false","","Panamericana Sur Km 20, Pdte Jorge alessandri 1437,San Bernardo","SHELL","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:16:07 PET 2021"
"true","","Ruta 5 sur km. 16,4 0,San Bernardo","SHELL","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 10:02:47 PET 2021"
"false","","Jorge Alessandri Autopista Central 25616,San Bernardo","SHELL","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 12:08:52 PET 2021"
"true","","AV. Presidente Jorge Alessandri 26517,San Bernardo","SHELL","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 12:06:54 PET 2021"
"false","","Panamerica Sur 334,Buin","COPEC","679.0","Metropolitana","Petroleo Diesel","Sun Jun 27 21:12:24 PET 2021"
"false","","Panamericana Sur km. 260,Buin","PETROBRAS","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 15:25:29 PET 2021"
"false","","camino buin alto jahuel 1500,Buin","PETROBRAS","679.0","Metropolitana","Petroleo Diesel","Thu Jun 24 08:13:26 PET 2021"
"false","","Juan Guillermo Day S/N - Ruta 90 0,Palmilla","PETROBRAS","882.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu May 20 16:15:55 PET 2021"
"false","","Rafael Casanova 928,Santa Cruz","PETROBRAS","885.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu May 20 16:14:59 PET 2021"
"false","","La Troya Sur 0,Peralillo","Sin Bandera","908.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:17:15 PET 2021"
"true","","AV. ERRAZURIZ 1236,Santa Cruz","COPEC","909.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 09:07:00 PET 2021"
"false","","Avenida Errï¿½ziriz 1240,Santa Cruz","COPEC","915.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:07:17 PET 2021"
"false","","ORLANDI 157,Santa Cruz","COPEC","915.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 16:40:23 PET 2021"
"false","","Pacifico Marin 9,Santa Cruz","COPEC","915.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 08:04:13 PET 2021"
"true","","Avenida Errï¿½zuri 810,Santa Cruz","SHELL","915.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:02:04 PET 2021"
"false","","Av. Errazuriz 206,Santa Cruz","SESA","915.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:04:04 PET 2021"
"false","","Proyecto Parcelario Santa Amelia Parcela N? 9 0,Rancagua","Sin Bandera","919.0","Gral. Bernardo O'Higgins","Gasolina 93","Fri Jun 25 11:41:07 PET 2021"
"false","","CAMINO A PICHILEMU KM 65 0,Peralillo","COPEC","919.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 08:10:21 PET 2021"
"false","","Avenida Errazuriz 591,Peralillo","Sin Bandera","919.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:13:27 PET 2021"
"false","","Andes 460,Codegua","Sin Bandera","920.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 17 21:29:56 PET 2021"
"false","","Av. Santa Lucía 364,Graneros","Sin Bandera","922.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:03:03 PET 2021"
"true","","CAMINO PEUMO S/N, MONS. LECAROS 0,Coltauco","PETROBRAS","925.0","Gral. Bernardo O'Higgins","Gasolina 93","Sat Jun 19 10:49:16 PET 2021"
"false","","Camino La Vara Gruesa Ruta H-40 0,Olivar","Sin Bandera","925.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:35:31 PET 2021"
"false","","Av. 5 de Abril esquina Ruta I - 50 778,Marchihue","SHELL","926.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 14:42:18 PET 2021"
"false","","Cruce Paredones 0,Paredones","SHELL","927.0","Gral. Bernardo O'Higgins","Gasolina 93","Wed Jun 23 18:41:43 PET 2021"
"false","","AVDA. ARGOMEDO 0,Quinta de Tilcoco","COPEC","928.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 00:06:04 PET 2021"
"false","","San Ignacio 4,Rengo","FACAZ","928.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:14:20 PET 2021"
"false","","Camino El Abra 10,Requínoa","Sin Bandera","928.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 11:12:36 PET 2021"
"true","","RUTA 5 SUR KM 126,8 0,San Fernando","COPEC","928.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 09:20:04 PET 2021"
"false","","ALAMEDA 790,Rancagua","COPEC","929.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 17 09:28:51 PET 2021"
"false","","BERNALES 180,Malloa","COPEC","929.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 13:19:06 PET 2021"
"true","","ALAMEDA 790,Rancagua","COPEC","930.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 09:51:08 PET 2021"
"true","","O'CARROL 1109,Rancagua","COPEC","930.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 10:17:35 PET 2021"
"false","","Ignacio Carrera Pinto 0,Navidad","COPEC","930.0","Gral. Bernardo O'Higgins","Gasolina 93","Sat Jun 19 08:51:22 PET 2021"
"false","","Av. Cachapoal con Ruta 5 Sur 1330,Rancagua","Sin Bandera","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 21:08:53 PET 2021"
"false","","Bombero Ruiz Díaz 81,Rancagua","SHELL","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 14:09:45 PET 2021"
"false","","ARGOMEDO S/N, MIGUEL CUADRA 0,Quinta de Tilcoco","COPEC","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Fri Jun 25 11:49:08 PET 2021"
"false","","SAN MARTIN S/N, M. SOLIS 0,Rengo","COPEC","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Sat Jun 26 14:09:42 PET 2021"
"false","","Arturo Partt 1313,Rengo","COPEC","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 14:08:18 PET 2021"
"false","","CAUPOLICAN 67,Rengo","PETROBRAS","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 08:42:53 PET 2021"
"false","","Arturo Prat 590,Rengo","SHELL","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:12:01 PET 2021"
"false","","San Martin 170,Rengo","SHELL","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:51:33 PET 2021"
"false","","Camino a codegua 0,Chimbarongo","Sin Bandera","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 18:28:35 PET 2021"
"false","","RUTA 90 KM 15 0,Placilla","Combustibles Ortiz","931.0","Gral. Bernardo O'Higgins","Gasolina 93","Fri Jun 25 00:06:18 PET 2021"
"false","","AV. LEONARDO MURIALDO 225,Requínoa","COPEC","932.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 07:18:22 PET 2021"
"false","","Comercio 637,Requínoa","SHELL","932.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 14:03:58 PET 2021"
"true","","AV. BERNARDO O'HIGGINS 010,San Fernando","COPEC","932.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 12:51:12 PET 2021"
"false","","Panamericana Sur km. 135,San Fernando","PETROBRAS","932.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 10:04:41 PET 2021"
"false","","CACHAPOAL 1420,Rancagua","COPEC","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 13:56:53 PET 2021"
"false","","Carretera H-30 KM. 25 4181,Doñihue","COPEC","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Wed Jun 23 21:59:56 PET 2021"
"false","","AV. CACHAPOAL 2,Doñihue","COPEC","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Wed Jun 23 22:01:48 PET 2021"
"false","","18 DE SEPTIEMBRE 3686,Chépica","COPEC","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 09:55:47 PET 2021"
"false","","Manuel Montt 0,Chépica","SHELL","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 16:25:36 PET 2021"
"false","","LAS ACACIAS 215,Lolol","COPEC","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:43:58 PET 2021"
"false","","Los Alerces 300,Lolol","Sin Bandera","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Fri Jun 25 12:37:07 PET 2021"
"false","","CARRETERA I-50, KM 24,Nancagua","COPEC","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 15:01:08 PET 2021"
"false","","Av. Libertad 620,Nancagua","FACAZ","933.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 16:03:21 PET 2021"
"false","","Ruta TravesÃ­a Ex 5 Sur, NÂ°480 Lote 1B 0,Olivar","Sin Bandera","934.0","Gral. Bernardo O'Higgins","Gasolina 93","Wed Jun 23 20:59:14 PET 2021"
"true","","Codao 601,Peumo","PETROBRAS","934.0","Gral. Bernardo O'Higgins","Gasolina 93","Fri Jun 25 12:04:29 PET 2021"
"false","","Pataguas Cerro s/n 0,Pichidegua","SHELL","934.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 08:20:46 PET 2021"
"false","","PANAMERICANA SUR KM 126,8 0,San Fernando","COPEC","934.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 09:19:27 PET 2021"
"false","","MILLï¿½N 1023,Rancagua","COPEC","935.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 00:29:49 PET 2021"
"false","","camino a Doñihue Km. 2,Rancagua","COPEC","935.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 11:54:11 PET 2021"
"false","","Av. Libertador Bernardo O\\\\\\\'Higgins 1090,Rancagua","HOLA!","935.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 14:59:56 PET 2021"
"false","","Av. Kennedy 1601,Rancagua","PETROBRAS","935.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 10:03:18 PET 2021"
"true","","La Compañía 0353,Rancagua","PETROBRAS","935.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 08:38:44 PET 2021"
"false","","Av. Nelson Pereira 2360,Rancagua","TERPEL","935.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 14:21:16 PET 2021"
"false","","LONGITUDINAL SUR 1040,Rancagua","SHELL","936.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 10:21:02 PET 2021"
"false","","Av. Salvador Allende 0157,Rancagua","SHELL","936.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 12:58:15 PET 2021"
"false","","CARRETERA PANAMERICANA SUR 75,Graneros","COPEC","936.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 08:06:42 PET 2021"
"false","","LAS ACACIAS 00,Las Cabras","COPEC","936.0","Gral. Bernardo O'Higgins","Gasolina 93","Thu Jun 24 09:07:08 PET 2021"
